id,Completed,Last page seen,Start language,Token,Date last action,Date started,IP address,DemP,DemR,RID,Weight,Weight2,Mobile device,Tablet device,SGENDER,IBIRTHYEAR,IAGEGROUPSET1,IAGEGROUPSET2,IAGEGROUPSET3,IAGEGROUPSET4,IAGEGROUPSET5,DemPC,COUNTRY,RESPONDENT,Q4 [1],Q4 [2],Q4 [3],Q4 [4],Q4 [5],Q4 [6],Q4 [7],Q4 [8],Q4 [9],Q4 [10],Q20x1 [1],Q20x1 [2],Q20x1 [3],Q20x2 [1],Q20x2 [2],Q20x2 [3],Q20x3 [1],Q20x3 [2],Q20x3 [3],Q20x4 [1],Q20x4 [2],Q20x4 [3],Q24,Q25
550,2023-07-04 13:56:15,4,en,,2023-07-04 13:56:15,2023-07-04 13:41:02,,,,0f09f090-d044-b444-cc9f-c42229a4d17b,1,1,N,N,Female,1975,,,,,,29892,3,1,Intersport,Stadium,,,,,,,,,Vet ej,Vet inte,Ingen aning,Vet ej,Vet inte,Ingen aning,Vet inte,Vet imte,Vet inte,Vet imte,Vet inte,Vet inte,Inget,Gå i konkurs
551,2023-07-04 13:55:49,4,en,,2023-07-04 13:55:49,2023-07-04 13:41:06,,,,036e8208-d52a-ca0a-ab07-b64573df10e8,1,1,N,N,Male,1971,,,,,,50465,3,1,Xxl,Stadium,,,,,,,,,Vet ej,Vet ej,Vet ej,Adidas,Nike,Helt Hansen,Trek,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Finnas i min närhet,Ha butik där jag bor
552,2023-07-04 13:56:58,4,en,,2023-07-04 13:56:58,2023-07-04 13:41:17,,,,f60750e3-9141-16ac-c2ec-642c35fb1679,1,1,N,N,Male,1988,,,,,,16354,3,1,nike,,,,,,,,,,nike,nike,nike,Adidas,Adidas,Adidas,Adidas,Adidas,Adidas,Adidas,Adidas,Adidas,bekväm,Väldigt bra
553,2023-07-04 13:57:37,4,en,,2023-07-04 13:57:37,2023-07-04 13:41:35,,,,abe756a6-0522-2ae1-23a9-62cc605ae179,1,1,N,N,Male,1977,,,,,,4318,2,1,xxl,,,,,,,,,,adidas,berghans,stormberg,adidas,asic,nike,garmin,polar,hu,Adidas,j,b,At de har det jeg vil ha,Ha alt tilgjengelig I butikk
554,2023-07-04 14:12:01,4,en,,2023-07-04 14:12:01,2023-07-04 13:41:43,,,,6e4d2d52-48d8-88cb-895d-19664b1ea1b3,1,1,N,N,Female,1971,,,,,,7082,2,1,XXL,Obs sport,Sport outlet,Stormberg,,,,,,,Stormberg,Bergans,Norefjell,Adidas,Nike,Craft,Fischer,Madshus,Merida,Vikafjell,Stormberg,Johaug,Prisene,Sette ned prisene.
555,2023-07-04 13:58:32,4,en,,2023-07-04 13:58:32,2023-07-04 13:42:23,,,,e98e36e3-40fe-8604-4aec-02a5fa13a73d,1,1,N,N,Male,1978,,,,,,6640,2,1,xxl,,,,,,,,,,Bergans,viking,salomon,nike,ADDIAS,salomon,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,lavere prisrer,senke prisene
556,2023-07-04 14:03:49,4,en,,2023-07-04 14:03:49,2023-07-04 13:42:26,,,,e770c0b4-eaaf-f298-b5bb-f45b998e6d2a,1,1,N,N,Female,1971,,,,,,16350,3,1,intersport,stadium,decaltlon,,,,,,,,Hunter,timberland,fjällräven,Adidas,Nike,Puma,fjällräven,Svea,Kronan,adidas,nike,peak performance,Mer ridsportsprodukter,"Förutom mer ridsportsprodukter, även att det är märkesprodukter"
557,2023-07-04 14:02:40,4,en,,2023-07-04 14:02:40,2023-07-04 13:42:51,,,,bad331ab-9b46-30ff-16a4-05f86c657c40,1,1,N,N,Male,1960,,,,,,85632,3,1,xxl,,,,,,,,,,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej,vetej
558,2023-07-04 14:00:03,4,en,,2023-07-04 14:00:03,2023-07-04 13:43:00,,,,ed885d41-a833-5abb-4d4e-69a3eb004f9d,1,1,N,N,Female,1983,,,,,,51141,3,1,Xxl,Intersport,Stadium,,,,,,,,Peak Performance,Haglöfs,The north face,Hv polo,Kingsland,Vestrum,Vet ej,Vet ej,Vet ej,Adidas,Nike,Puma,Ta in ridsportsartiklar,Vet ej
559,2023-07-04 14:55:17,4,en,,2023-07-04 14:55:17,2023-07-04 13:43:12,,,,38be63b3-ed0d-a8a3-7abc-57955afae843,1,1,N,N,Female,1972,,,,,,25667,3,1,stadium,intersport,,,,,,,,,peak performance,nike,Adidas,nile,Adidas,reebok,monark,everest,nike,nike,reebok,Adidas,bättre priserna,ha bra priser
560,2023-07-04 13:52:29,4,en,,2023-07-04 13:52:29,2023-07-04 13:43:27,,,,14d8bf8e-d258-b368-1d81-8bf326543412,1,1,N,N,Female,1996,,,,,,65221,3,1,,,,,,,,,,,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,,vet ej
561,2023-07-04 14:01:37,4,en,,2023-07-04 14:01:37,2023-07-04 13:43:29,,,,725c112d-b638-1df9-9922-2577d43751f4,1,1,N,N,Female,1988,,,,,,21553,3,1,,,,,,,,,,,vet ej,vet ej,vet ej,soc,craft,puma,vet ej,vet ej,vet ej,puma,reebok,asics,,priser
562,2023-07-04 14:06:11,4,en,,2023-07-04 14:06:11,2023-07-04 13:43:35,,,,2e2662c7-260a-6fcf-e3c8-560d143bc15c,1,1,N,N,Female,1959,,,,,,45162,3,1,Sport shoppen,Stadium,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Addidas,Nike,Puma,Vet ej,Vet ej
563,2023-07-04 13:55:37,4,en,,2023-07-04 13:55:37,2023-07-04 13:43:41,,,,4508abc7-e9c6-a62b-cdc8-9f2359c9082d,1,1,N,N,Male,1992,,,,,,43141,3,1,xxl,stadium,intersport,,,,,,,,xxl,stadium,zalando,stadium,zalando,intersport,stadium,xxl,intersport,adidas,stadium,zalando,"möjligen mindre butiker, butikerna är så stora att man inte orkar ta sig igenom allt","ha bättre onlinehandel, så man slipper besöka butiken, för de ligger oftast långt borta"
564,2023-07-04 13:56:06,4,en,,2023-07-04 13:56:06,2023-07-04 13:43:47,,,,98cd3673-7e2a-9337-097c-02e66e7bbae9,1,1,N,N,Female,1972,,,,,,2640,2,1,Sport 1,,,,,,,,,,Addidas,Vet ikke,Vet ikke,Addidas,Nike,Ingen,Nike,Addidas,Ingen,Addidas,Nike,XXL,Har bare ikke blitt til at jeg handler på XXL,Ingenting
565,2023-07-04 14:06:19,4,en,,2023-07-04 14:06:19,2023-07-04 13:43:59,,,,61b59981-e5aa-8d50-708e-ad9e1cbee21e,1,1,N,N,Male,1984,,,,,,60231,3,1,Stadium,Intersport,XXL,Team Sportia,Stadium Outlet,Naturkompaniet,,,,,Haglöfs,Lundhags,Bergans,Nike,Mizuno,Adidas,Craft,Helly Hansen,EQPE,Puma,Adidas,Nike,Bättre kampanjer. Större sortiment av kläder som har ett lägre klimatavtryck.,Bättre kampanjer och större miljötänk för sina produkter.
566,2023-07-04 13:58:26,4,en,,2023-07-04 13:58:26,2023-07-04 13:44:19,,,,377cfa51-61e5-e2b0-b95e-ce575efef8b0,1,1,N,N,Female,1975,,,,,,16477,3,1,Footbal,Footbal,,,,,,,,,Adidas,Nike,XXL,Nike,Adidas,Xxl,Cykel,Skidor,Glasögon,Sportmode,Fritidskläder,Skor,Footbal,Det är bra
567,2023-07-04 14:13:05,4,en,,2023-07-04 14:13:05,2023-07-04 13:44:30,,,,ae2ddd69-3f82-c355-e866-e906e098b8f3,1,1,N,N,Male,1989,,,,,,56242,3,1,Stadium Outlet,Ullared,Xxl,,,,,,,,Fjällräven,Boss,Basic,Puma,Umbro,Nike,Crescent,Helly Hansen,Sunto,Fjällräven,Puma,Adidas,Bättre priser på allt,Sänka priserna å rea mera
568,2023-07-04 14:05:01,4,en,,2023-07-04 14:05:01,2023-07-04 13:44:44,,,,ff6efa48-e518-18aa-ab47-ce45970603d2,1,1,N,N,Male,1991,,,,,,14235,3,1,XXL,Naturkompaniet,,,,,,,,,Jysk,Jakt och fiske,Fiske,Nike,Xxl,Stadium,Stadium,Xxl,Intersport,Adidas,Nike,Xxl,Billigare sortiment,Bredare utbud
569,2023-07-04 13:54:46,4,en,,2023-07-04 13:54:46,2023-07-04 13:44:46,,,,d2e9f58e-a7fc-5f9c-2d81-c1c2cca9435a,1,1,N,N,Female,1967,,,,,,2007,2,1,,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,,Ha flere større størrelser
570,2023-07-04 13:59:35,4,en,,2023-07-04 13:59:35,2023-07-04 13:44:58,,,,bb99986f-7774-78bc-5c60-acb2e468919f,1,1,N,N,Female,1984,,,,,,12650,3,1,Xxl,Stadium,Sport och vildmark,,,,,,,,Vet ej,Vet ej,Vet ej,Acsic,Nike,Aimn,Craft,Vet ej,Vet ej,Craft,Nike,Soc,Vet ej,Vet ej
571,2023-07-04 13:59:50,4,en,,2023-07-04 13:59:50,2023-07-04 13:45:08,,,,2a849467-5825-8bfe-4168-a0afcf355efd,1,1,N,N,Male,1975,,,,,,62150,3,1,Intersport,Stadium,Naturkompaniet,,,,,,,,Mckinley,Pro touch,Asics,Asics,Nike,Adidas,Vet ej,Vet ej,Vet ej,Pro Touch,Mc Kinley,Energetics,Erbjudanden. Att jag själv började sporta mer.,Jag kan butiken för dåligt. Finns ej där jag bor. Kunnig personal är viktigt vid köp av löparskor och fotbollsskor som är aktuellt för mig
572,2023-07-04 13:59:32,4,en,,2023-07-04 13:59:32,2023-07-04 13:45:17,,,,c1cd580b-8324-bf70-0804-6ce6c63764fc,1,1,N,N,Male,1968,,,,,,57235,3,1,Xxl,Stadium,,,,,,,,,Salomon,Nike,Adidas,Nike,Adidas,Nike,Huskvarna,Nike,Adidas,Nike,Adidas,Helly hansen,Bra priser,Bli billligare
573,2023-07-04 14:20:58,4,en,,2023-07-04 14:20:58,2023-07-04 13:45:40,,,,5c143716-83e6-d2c9-d119-033ff7e005ea,1,1,N,N,Female,2003,,,,,,44294,3,1,,,,,,,,,,,Stadium,Naturkompaniet,Vet ej,Adidas,Nike,Vet ej,Xxl,V,Vet ej,Vet ej,Vet ej,Vet ej,,Vet ej
574,2023-07-04 13:58:29,4,en,,2023-07-04 13:58:29,2023-07-04 13:46:01,,,,4bf7a414-a872-6c7e-331b-90dc7b5baddf,1,1,N,N,Female,1960,,,,,,96233,3,1,,,,,,,,,,,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,,vet ej
575,2023-07-04 14:00:18,4,en,,2023-07-04 14:00:18,2023-07-04 13:46:11,,,,552a2449-5492-c9a8-ef46-1001789c92a2,1,1,N,N,Male,1976,,,,,,90327,3,1,Intersport,XXL,Team sport,Engelsons,Jaktia,,,,,,Engelsons,Haglöfs,Jaktia,Vet inte,Vet inte,Vet inte,Cresent,Monark,Biltema,Hely hansen,Haglöfs,Under armour,"Bättre priser, att storlekar finns i lager.","Att erbjudandena som finns i reklambladet finns hemma i alla storlekar, eller beställs hem på några dagar."
576,2023-07-04 13:59:02,4,en,,2023-07-04 13:59:02,2023-07-04 13:46:16,,,,1b75ee8c-114b-1c9b-b083-da5e8025f712,1,1,N,N,Male,2000,,,,,,74594,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Vet ej
577,2023-07-04 14:01:58,4,en,,2023-07-04 14:01:58,2023-07-04 13:46:18,,,,d22dd09f-798e-8e26-bd90-e40617d54505,1,1,N,N,Male,1995,,,,,,82891,3,1,sdgsdfgvdsfg,fghdhgsrhgs,dfgdfgdgherg,gfag,dsfgdfg,,,,,,addidas,puma,nb,addidas,nike,HH,PUMA,NIKE,HM,PUMA,NB,REEBOK,PRISER,FÖRBÄTTRA PRISERNA
578,2023-07-04 20:03:51,4,en,,2023-07-04 20:03:51,2023-07-04 13:46:31,,,,443dc0e4-cf26-3792-f8eb-f416d6d50939,1,1,N,N,Female,1969,,,,,,96143,3,1,Inter Sport,Team Sportia,,,,,,,,,Haglöfs,Helly Hansen,Englunds,Nike,Puma,Adidas,Vet ej,Vet ej,Vet ej,Nike,Puma,Adidas,Kvalite och mindre känsla för att man köper kopior,Vet inte
579,2023-07-04 13:56:32,4,en,,2023-07-04 13:56:32,2023-07-04 13:46:44,,,,2526b53c-5600-4054-e333-810d9f7790a6,1,1,N,N,Male,2004,,,,,,97596,3,1,,,,,,,,,,,kan inga märken,.,.,nike,adidas,Puma,Kan inga märken,.,.,nike,under armour,adidas,,bättre sortiment
580,2023-07-04 17:16:22,4,en,,2023-07-04 17:16:22,2023-07-04 13:46:50,,,,1875ec30-71b2-ae16-b13f-d85e4a0d99ac,1,1,N,N,Male,1993,,,,,,19060,3,1,stadium,,,,,,,,,,stadium,vet ej,vet ej,stadium,vet ej,vet ej,vet ej,vet ej,vet ej,stadium,vet ej,vet ej,bästa priset,"ingen aning, känner inte till dem"
581,2023-07-04 13:58:21,4,en,,2023-07-04 13:58:21,2023-07-04 13:46:53,,,,af78e156-1893-14b8-bd59-d553d766feaa,1,1,N,N,Male,1973,,,,,,42466,3,1,städium,intersport,,,,,,,,,adiddas,nike,puma,nike,adiddas,puma,nike,adiddas,puma,nike,puma,adiddas,kvalitet,vet ej
582,2023-07-04 14:01:57,4,en,,2023-07-04 14:01:57,2023-07-04 13:47:05,,,,5ec25c7b-8bd2-a07e-0774-68e9d7ee6da0,1,1,N,N,Female,1965,,,,,,31251,3,1,Sportia,,,,,,,,,,Adidas,Nike,Sportia,Vet ej,Vej ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej
583,2023-07-04 13:59:12,4,en,,2023-07-04 13:59:12,2023-07-04 13:47:35,,,,1fc3070b-1840-46c2-0704-33e85a021cd4,1,1,N,N,Male,1964,,,,,,63220,3,1,stadium,intersport,team sportia,,,,,,,,vet,inte,omnågot,asics,vet inget mer,vet inget mer,vet,inte,omnågot,asics,inget,annat,"Ingenting, jag har inte glömt den vidriga VDn.",Pudla mera
584,2023-07-04 13:59:03,4,en,,2023-07-04 13:59:03,2023-07-04 13:48:03,,,,d1181b94-af68-d898-dd9b-2f33af90690b,1,1,N,N,Male,2000,,,,,,4790,2,1,xll,intersport,daddsa,,,,,,,,fdsfsd,sdfsdfsf,gfhfgh,hfghgffg,fghfghgf,fghfgfghf,hgffghfgh,fghgfhfg,ghfghf,hfsfsdf,sdfhgghf,hgffsdf,jeg handler mer hos xxl,jeg vet ikkke ffdsfsddsfgfdfgd
585,2023-07-04 14:04:48,4,en,,2023-07-04 14:04:48,2023-07-04 13:48:45,,,,ddeddf9c-3fb9-7f9d-2893-ebc6d018397b,1,1,N,N,Female,1988,,,,,,16557,3,1,stadium,intersport,,,,,,,,,vete j,timbs,nike,nike,adidas,under armor,ldt,dil,zuffa,nike,adidas,lex,vete j,hmm vet ej nya skor kanske
586,2023-07-04 13:58:53,4,en,,2023-07-04 13:58:53,2023-07-04 13:49:37,,,,5856c014-529e-83f5-921b-f47df52eba88,1,1,N,N,Male,1983,,,,,,11325,3,1,,,,,,,,,,,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,,vet ej. har bara hört namnet
587,2023-07-04 14:08:29,4,en,,2023-07-04 14:08:29,2023-07-04 13:49:45,,,,984c81c4-b4bf-3225-89cb-b56735ff7324,1,1,N,N,Male,1978,,,,,,5221,2,1,xxl,,,,,,,,,,outlet,vet ikke,kanskhe,intersport,vet,ikke,xxl,intersport,vet ikke,skoringen,vet ikke,vet ikke,bedre priser,billigere varer
588,2023-07-04 14:02:22,4,en,,2023-07-04 14:02:22,2023-07-04 13:49:45,,,,291418dd-dd91-b2f8-d1d2-2c3f00c73b35,1,1,N,N,Male,1983,,,,,,42448,3,1,Stadium,intersport,zalando,amazon,,,,,,,haglöf,pinewood,lundhags,adidas,nike,puma,head,dynafit,black crows,adidas,nike,converse,bättre utbud och priser,Mer sport och mindre jakt och fritidsliv
589,2023-07-04 14:05:34,4,en,,2023-07-04 14:05:34,2023-07-04 13:49:55,,,,6b77467b-24b4-ef7b-b274-725ce77522a9,1,1,N,N,Male,1961,,,,,,60235,3,1,Stadium,XXL,Intersport,,,,,,,,vet ej,vet ej,vet ej,Nike,puma,Adidas,Elan,Fitbit,vet ej,Puma,Asic,nike,priset,sänka priserna
590,2023-07-04 14:01:14,4,en,,2023-07-04 14:01:14,2023-07-04 13:50:03,,,,4e57a843-0d61-120e-924c-9c7cff870bb3,1,1,N,N,Female,1968,,,,,,4846,2,1,G sport,,,,,,,,,,Ingen favoritter,Adidas,Nike,Nike,Adidas,Champion,Ingen,Ingen,Ingen,Nike,Adidas,Champion,Bedre betjening,Bedre betjening
591,2023-07-04 14:02:02,4,en,,2023-07-04 14:02:02,2023-07-04 13:50:41,,,,08dabc06-c564-0204-1f09-88f186a643e6,1,1,N,N,Female,1977,,,,,,41462,3,1,Naturkompaniet,Xxl,Outnorth,,,,,,,,Vet ej,Vet ej,Vet ej,Nike,Stronger,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Jag är inte rätt målgrupp så ingenting,Vet ej
592,2023-07-04 14:10:34,4,en,,2023-07-04 14:10:34,2023-07-04 13:50:51,,,,72e61cd0-f59a-9f80-23df-28cd82e57338,1,1,N,N,Male,1982,,,,,,85632,3,1,Stadium,Intersport,Naturkompaniet,,,,,,,,Skor,Jacka,Mössa,Nike,Puma,Addidas,Cresent,Kayobo,Master,Nike,Addidas,Puma,Lägre pris,Sänka pris med 30-40 %
593,2023-07-04 13:56:09,4,en,,2023-07-04 13:56:09,2023-07-04 13:50:54,,,,6f865b33-097b-e2df-433c-6faddfc9efc0,1,1,N,N,Female,1971,,,,,,73140,3,1,,,,,,,,,,,är,inte,intresserad,är,inte,intresserad,är,inte,intresserad,är,inte,intresserad,,hur ska jag kunna veta vad dom behöver göra?!
594,2023-07-04 14:08:13,4,en,,2023-07-04 14:08:13,2023-07-04 13:50:56,,,,a6221edb-74ad-a148-e7d4-2a0939117241,1,1,N,N,Male,1980,,,,,,93161,3,1,Stadium,Inter sport,,,,,,,,,Nike,Adidas,Unihoc,Adidas,Nike,Unihoc,Nike,Adidas,Sjösala,Nike,Adidas,Polarna och pyret,Om dem hade billigare priser på produkterna,Billigare priser
595,2023-07-04 14:08:00,4,en,,2023-07-04 14:08:00,2023-07-04 13:51:00,,,,aaaa72c5-69c2-d7e1-6eca-4681fc848c2b,1,1,N,N,Female,1975,,,,,,0358,2,1,xxl,anton sport,,,,,,,,,nike,hm,xxl,nike,xxl,hm,xxl,anton sport,bikeshop,HM,XXL,Anton sport,"Nå for tiden: lavere strømregninger, lavere rente og billigere mat",Ha tøy som passer meg og som er av bomull
596,2023-07-04 14:07:24,4,en,,2023-07-04 14:07:24,2023-07-04 13:51:24,,,,00d48c20-3627-fc31-0e2f-b8ffbdcfd0ba,1,1,N,N,Female,1963,,,,,,31137,3,1,Team sportia,Intersport,XXL,Stadium,Sportamore,,,,,,Aesics,Nike,Adidas,Aesics,Nike,Adidas,Salomon,Nike,Adidas,Aesics,Adidas,Nike,Bättre rabatter,Få mer information och reklam
597,2023-07-04 14:07:31,4,en,,2023-07-04 14:07:31,2023-07-04 13:51:30,,,,8df0d955-d218-19ca-345a-eddb662335b2,1,1,N,N,Female,1982,,,,,,1809,2,1,Xxl,,,,,,,,,,Nike,Xxl,Adidas,Xxl,Sort outlet,Hm,Obs,Xxl,Intersport,Xxl,Intersport,Adidas,Lavere priser,Mulighet for å bruke klarna og lavere priser. Mer gjenbruk av sykler f.eks
598,2023-07-04 14:07:12,4,en,,2023-07-04 14:07:12,2023-07-04 13:51:36,,,,9340de69-936b-8f71-8466-ea6bbbb89790,1,1,N,N,Male,1959,,,,,,97454,3,1,Xxl,Intersport,Stadium,Sportshopen,,,,,,,Nike,Hh,Adidas,Nike,Adidas,Puma,White,Crescent,Monark,Nike,Adidas,Hh,Billigt,Vet ej
599,2023-07-04 14:11:02,4,en,,2023-07-04 14:11:02,2023-07-04 13:51:37,,,,4d42a471-615e-01cc-867e-90698c888497,1,1,N,N,Female,1974,,,,,,6848,2,1,Xxl,Obs,Fjellsport,Spors1,,,,,,,Hokka,Adidas,Nike,Husker ikke,Vet ikke,Husker ikke,Diamant,Iphone,Adidas,Hansen,Husker ikke,Vet ikke,Ikke finnes butikk i nær hetten,Vet ikke
600,2023-07-04 13:57:26,4,en,,2023-07-04 13:57:26,2023-07-04 13:51:40,,,,6b3affd2-21c3-3696-fedd-cb11bdb6a54e,1,1,N,N,Female,1986,,,,,,2040,2,1,xxl,,,,,,,,,,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikek,vet ikke,vet ikke,god pris,vet ikke
601,2023-07-04 14:03:09,4,en,,2023-07-04 14:03:09,2023-07-04 13:51:42,,,,b35b3f3c-1239-fe5d-9f33-0b701a78f2df,1,1,N,N,Female,1982,,,,,,7507,2,1,Nava,,,,,,,,,,Outlet,Sport1,Intersport,Outlet,Sport1,Intersport,Outlet,Sport1,Intersport,H&M,Outlet,Sport1,Lavere priser,Butikk nærmere meg
602,2023-07-04 17:19:43,4,en,,2023-07-04 17:19:43,2023-07-04 13:51:47,,,,98a93f49-05cb-bc00-6c46-0b825d74e3d3,1,1,N,N,Female,1988,,,,,,10128,3,1,,,,,,,,,,,nike,hm,Amazon,nike,amazon,hm,nike,amazon,hm,nike,hm,amazon,,Better quality
603,2023-07-04 15:42:49,4,en,,2023-07-04 15:42:49,2023-07-04 13:51:53,,,,c212274e-beb2-479d-c841-1339fd2e58d4,1,1,N,N,Male,1987,,,,,,10465,3,1,,,,,,,,,,,Adidas,nike,hm,nike,Adidas,hm,nike,adidas,hm,nike,adidas,hm,,A little more style
604,2023-07-04 16:35:33,4,en,,2023-07-04 16:35:33,2023-07-04 13:51:54,,,,58e23ab4-4ef0-bc84-27bb-0ec9040aa82e,1,1,N,N,Male,1988,,,,,,10327,3,1,,,,,,,,,,,NIKE,Amazon,hm,nike,Amazon,hm,nike,Amazon,hm,nike,Amazon,hm,,Lite billigare
605,2023-07-04 14:01:29,4,en,,2023-07-04 14:01:29,2023-07-04 13:51:55,,,,08b000b1-1fed-74e8-6abe-349bed8df82f,1,1,N,N,Female,2003,,,,,,57001,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Känner inte till märket
606,2023-07-04 14:04:57,4,en,,2023-07-04 14:04:57,2023-07-04 13:52:16,,,,bc36293a-d9bf-507b-ec35-1d1d75063fa1,1,1,N,N,Female,1991,,,,,,7091,2,1,Sport 1,Xxl,Intersport,SportOutlet,Gsport,Fjellsport,Tights.no,,,,Alfa,Arcteryx,Norrøna,Nike,Adidas,Hummel,Polar,Garmin,Apple,Adidas,Nike,Hummel,Xxl,Lavere pris
607,2023-07-04 14:12:46,4,en,,2023-07-04 14:12:46,2023-07-04 13:52:17,,,,86ede98a-8e38-2df1-2985-ddc601006b45,1,1,N,N,Male,1963,,,,,,1182,2,1,Xxl,Intersport,Sportslageret,,,,,,,,Primus,Norrøna,Salomon,Ikke aktuelt,Ikke aktuelt,Ikke aktuelt,Ikke aktuelt,Ikke aktuelt,Ikke aktuelt,Salomon,Ikke aktuelt,Ikke aktuelt,Jeg handler ikke hos Intersport nå,Ta gavekort
608,2023-07-04 14:08:23,4,en,,2023-07-04 14:08:23,2023-07-04 13:52:22,,,,dbb5bae2-b2ea-73b8-71ed-8e9e3fcf567e,1,1,N,N,Female,1982,,,,,,0587,2,1,Xxl,Intersport,,,,,,,,,Jotunheimen,Vet ik,Vet ik,Asics,Vet ik,Vet ik,Trek,Madshus,Swix,Vet ikke,Vet ikke,Vet ikke,"Utvalg vanlige sykler og sykkeltilbehør, inkl piggdekk",Sykler uten el
609,2023-07-04 14:08:55,4,en,,2023-07-04 14:08:55,2023-07-04 13:52:23,,,,54f3b276-2006-1b08-3679-86d8de4326a8,1,1,N,N,Male,1964,,,,,,71692,3,1,Intersport,Xxl,,,,,,,,,Haglöfs,Helly Hansen,Tretorn,Kempa,Adidas,Puma,Elan,Cresent,Salomon,Adidas,Mc kinley,Puma,"Vet ej , känner mi* nöjd med intersport",Tycker deras butiker  blir lite för stora om man bara vill slinka in och kolla
610,2023-07-04 14:08:32,4,en,,2023-07-04 14:08:32,2023-07-04 13:52:24,,,,200a1063-8f57-69b6-d06c-242195ed699c,1,1,N,N,Male,1979,,,,,,2080,2,1,XXL,,,,,,,,,,Helly Hansen,Ingen spesielle,Ingen spesielle,Helly Hansen,ingen spesielle,ingen spesielle,DBS,ingen spesielle,ingen spesielle,Helly Hansen,ingen spesielle,ingen spesielle,Lavere pris,Sette ned prisene
611,2023-07-04 14:01:49,4,en,,2023-07-04 14:01:49,2023-07-04 13:52:34,,,,d792a6ec-fa3b-d958-48e3-92b911831c76,1,1,N,N,Male,1968,,,,,,70349,3,1,XXL,Stadium,Team Sportia,Intersport,,,,,,,New Balance,Reebool,Nike,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,New Balance,Nike,Puma,Bättre priser,Bättre priser
612,2023-07-04 14:02:59,4,en,,2023-07-04 14:02:59,2023-07-04 13:53:05,,,,5bb6315f-3450-944f-7250-059d27f6d3a1,1,1,N,N,Female,1974,,,,,,0595,2,1,Xxl,,,,,,,,,,Xxl,Hm,O,Hm,1,2,1,0,0,0,0,0,Jakke,Ja
613,2023-07-04 14:04:28,4,en,,2023-07-04 14:04:28,2023-07-04 13:53:10,,,,56c31d1a-a938-b8a5-0715-29e8959e4e85,1,1,N,N,Female,1971,,,,,,6320,2,1,intersport,gsport,xxl,,,,,,,,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,tilbud,vet ikke
614,2023-07-04 14:02:52,4,en,,2023-07-04 14:02:52,2023-07-04 13:53:17,,,,993f4e45-4c83-eb33-fb4a-7a14a35489a7,1,1,N,N,Female,1975,,,,,,8289,2,1,,,,,,,,,,,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,Usikker,,Usikker
615,2023-07-04 14:07:35,4,en,,2023-07-04 14:07:35,2023-07-04 13:53:22,,,,11f76dd8-9cef-a825-33d7-59dc98a97902,1,1,N,N,Female,1985,,,,,,16966,3,1,Decathlon,Stadium,Intersport,Xxl,,,,,,,Naturkompaniet,Xxl,Decathlon,Decathlon,Stadium,Stadium outlet,Decathlon,Stadium,Intersport,Decathlon,Stadium,Xxl,Fler rabatter och kampanjer,Vet ej
616,2023-07-04 14:25:58,4,en,,2023-07-04 14:25:58,2023-07-04 13:53:26,,,,9c0d852e-556a-42a1-c921-b126879f52b4,1,1,N,N,Male,1962,,,,,,2270,2,1,XXL,Sport 1,G Sport,,,,,,,,Adidas,Nike,?,Adidas,Nike,?,Ingen,.,.,Adidas,Nike,.,Bra utvalg,Sikkert bra som det er
